KOMMUNENUM,LOKALID   ,NAVN      ,NAVNEROM  ,OBJTYPE   ,OPPDATERIN,REF       ,REKKEF�LGE,SAMISKFORV,SOSI_ID   ,SPR�K     ,TYPE      
"1920","172885",Loabák,NO.KARTVERKET.AdmEnheterNorge,Kommune,,,"1",JA,"173234",sme,FLATE
"1939","172950",Omasvuono,NO.KARTVERKET.AdmEnheterNorge,Kommune,,,"3",NEI,"173235",fkv,FLATE
"1850","172952",Divtasvuodna,NO.KARTVERKET.AdmEnheterNorge,Kommune,,,"1",JA,"173236",smj,FLATE
"1849","172869",Hábmer,NO.KARTVERKET.AdmEnheterNorge,Kommune,,,"2",NEI,"173237",smj,FLATE
"5041","172822",Snåase,NO.KARTVERKET.AdmEnheterNorge,Kommune,,,"1",JA,"173238",sma,FLATE
"0221","172720","""Aurskog-Høland""",NO.KARTVERKET.AdmEnheterNorge,Kommune,,,,NEI,"173239",nor,FLATE
"1940","172923",Kaivuono,NO.KARTVERKET.AdmEnheterNorge,Kommune,"20170103",,"3",JA,"173256",fkv,FLATE
"1841","172871",Fuossko,NO.KARTVERKET.AdmEnheterNorge,Kommune,"20170103",,"2",NEI,"173257",smj,FLATE
"0710","173036",Sandefjord,NO.KARTVERKET.AdmEnheterNorge,Kommune,"20170103",,,NEI,"173258",nor,FLATE
"0710","172901",Sandefjord,NO.KARTVERKET.AdmEnheterNorge,Kommune,"20170103",,,NEI,"173259",nor,FLATE
"1870","172894",Suortá,NO.KARTVERKET.AdmEnheterNorge,Kommune,,,"2",NEI,"173005",sme,FLATE
"1903","172807",Hárstták,NO.KARTVERKET.AdmEnheterNorge,Kommune,,,"2",NEI,"173182",sme,FLATE
"1017","173040",Songdalen,NO.KARTVERKET.AdmEnheterNorge,Kommune,,,,NEI,"502706",nor,FLATE
"1018","172771",Søgne,NO.KARTVERKET.AdmEnheterNorge,Kommune,,,,NEI,"502707",nor,FLATE
"5023","172831",Meldal,NO.KARTVERKET.AdmEnheterNorge,Kommune,,,,NEI,"172956",nor,FLATE
"5022","172825",Rennebu,NO.KARTVERKET.AdmEnheterNorge,Kommune,,,,NEI,"172950",nor,FLATE
